# EDGE pulse c0(t), 3GPP TS 45.004 subclause 3.5, BT = 0.3
# Evaluated from the published definition alone: composite Simpson on g, nothing from
# any library beyond erfc, and no OpenVSA code. Column 1 is t/T, column 2 is c0(t+5T/2).
#
# THE LOWER LIMIT OF THE PHASE INTEGRAL IS A READING OF THE STANDARD:
#   from -6T (this table): peak 0.926795718405, asymmetry 3.897e-13
#   from 0, as written:       peak 0.926795711225, asymmetry 1.221e-04
#   the two differ by up to 6.104e-05, against a 1e-6 criterion
# g(0) = 1.708837e-04 per T, which is why the limit matters at all
# area 1.461776133604
-2.500000	0.000001922925
-2.375000	0.000010794141
-2.250000	0.000051327471
-2.125000	0.000208841076
-2.000000	0.000734597513
-1.875000	0.002255896078
-1.750000	0.006102362405
-1.625000	0.014657792654
-1.500000	0.031501194282
-1.375000	0.061046497878
-1.250000	0.107579615057
-1.125000	0.173957633642
-1.000000	0.260457371556
-0.875000	0.364141727752
-0.750000	0.478867063544
-0.625000	0.595976351166
-0.500000	0.705700623763
-0.375000	0.799004106405
-0.250000	0.869158938331
-0.125000	0.912292979040
+0.000000	0.926795718405
+0.125000	0.912292979040
+0.250000	0.869158938331
+0.375000	0.799004106405
+0.500000	0.705700623763
+0.625000	0.595976351166
+0.750000	0.478867063544
+0.875000	0.364141727752
+1.000000	0.260457371555
+1.125000	0.173957633642
+1.250000	0.107579615056
+1.375000	0.061046497878
+1.500000	0.031501194283
+1.625000	0.014657792654
+1.750000	0.006102362405
+1.875000	0.002255896078
+2.000000	0.000734597513
+2.125000	0.000208841076
+2.250000	0.000051327471
+2.375000	0.000010794141
+2.500000	0.000001922925
